Player,AllStar,Season,age,Team,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
Xavier McDaniel,0,1992,29.0,BOS,NBA,PF,82.0,27.0,27.0,5.6,11.3,0.495,0.1,0.3,0.273,5.5,11.0,0.5,0.498,2.3,2.9,0.7929999999999999,2.0,3.9,6.0,2.0,0.6,2.1,3.0,13.5
Xavier McDaniel,0,1993,30.0,BOS,NBA,SF,82.0,5.0,24.0,4.7,10.2,0.461,0.1,0.5,0.244,4.6,9.7,0.472,0.467,1.8,2.6,0.6759999999999999,1.7,3.1,4.9,1.5,0.5,1.4,2.4,11.3
Xavier McDaniel,0,1994,31.0,BOS,NBA,SF,68.0,15.0,21.0,3.6,8.0,0.451,0.1,0.3,0.28600000000000003,3.5,7.7,0.457,0.456,1.3,1.8,0.7120000000000001,1.4,3.0,4.4,1.6,0.3,1.3,2.1,8.6
Xavier McDaniel,0,1996,33.0,NJN,NBA,PF,62.0,5.0,18.9,2.2,5.7,0.389,0.1,0.4,0.2,2.1,5.3,0.403,0.396,1.0,1.4,0.73,2.0,3.1,5.1,1.0,0.3,1.1,2.3,5.6
Xavier McDaniel,0,1997,34.0,NJN,NBA,SF,20.0,0.0,9.0,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.3,0.4,0.625,0.6,1.0,1.6,0.5,0.1,0.4,1.2,1.3
Jim McDaniels,0,1971,23.0,TOT,TOT,C,70.0,,34.4,10.1,20.0,0.508,0.0,0.0,,10.1,20.0,0.508,0.508,3.5,4.9,0.716,3.6,,12.8,1.5,,2.4,4.0,23.8
Jim McDaniels,1,1971,23.0,CAR,ABA,C,58.0,,37.4,11.4,22.0,0.516,0.0,0.0,,11.4,22.0,0.516,0.516,4.0,5.6,0.722,4.3,9.7,14.0,1.7,,2.9,4.3,26.8
Jim McDaniels,0,1972,23.0,SEA,NBA,C,12.0,,19.6,4.3,10.3,0.415,,,,4.3,10.3,0.415,0.415,0.9,1.5,0.611,,,6.8,0.8,,,2.2,9.4
Jim McDaniels,0,1973,24.0,SEA,NBA,C,68.0,,16.1,2.3,5.7,0.399,,,,2.3,5.7,0.399,0.399,1.0,1.5,0.7,,,5.1,1.1,,,2.1,5.6
Jim McDaniels,0,1975,25.0,SEA,NBA,C,27.0,,16.3,2.3,6.4,0.364,,,,2.3,6.4,0.364,0.364,0.9,1.6,0.535,1.9,2.9,4.7,0.9,0.6,,1.8,5.5
Jim McDaniels,0,1975,27.0,TOT,TOT,C,64.0,,9.5,1.9,4.2,0.446,0.0,0.0,,1.9,4.2,0.446,0.446,0.5,0.6,0.865,1.0,2.1,3.1,0.6,0.4,0.6,1.6,4.2
Jim McDaniels,0,1977,27.0,LAL,NBA,C,35.0,,6.9,1.2,2.9,0.402,,,,1.2,2.9,0.402,0.402,0.3,0.3,1.0,0.7,1.4,2.1,0.4,0.3,,1.1,2.6
Ben McDonald,0,1985,23.0,CLE,NBA,SF,21.0,0.0,12.7,1.3,2.8,0.483,0.0,0.0,0.0,1.3,2.7,0.491,0.483,0.2,0.4,0.625,0.7,1.1,1.8,0.4,0.0,0.5,1.4,2.9
Ben McDonald,0,1986,24.0,GSW,NBA,PF,63.0,34.0,20.4,2.6,5.7,0.456,0.0,0.1,0.125,2.6,5.6,0.463,0.457,0.4,0.6,0.632,1.0,1.9,2.9,1.3,0.1,0.7,3.2,5.6
Ben McDonald,0,1987,25.0,GSW,NBA,PF,81.0,41.0,25.2,3.2,6.8,0.467,0.1,0.4,0.257,3.1,6.4,0.482,0.476,1.1,1.4,0.784,1.6,2.5,4.1,1.7,0.1,1.1,3.0,7.6
Ben McDonald,0,1988,26.0,GSW,NBA,PF,11.0,0.0,9.4,1.2,1.7,0.684,0.0,0.0,,1.2,1.7,0.684,0.684,0.8,1.4,0.6,0.4,0.7,1.1,0.5,0.0,0.3,1.0,3.2
Glenn McDonald,0,1974,22.0,BOS,NBA,SF,62.0,,6.4,1.1,2.9,0.385,,,,,,,,0.5,0.6,0.757,0.3,0.8,1.1,0.4,0.1,,0.9,2.7
Glenn McDonald,0,1975,23.0,BOS,NBA,SF,75.0,,13.6,2.5,6.1,0.419,,,,,,,,0.5,0.7,0.7140000000000001,0.7,1.1,1.8,0.9,0.3,,1.6,5.6
Glenn McDonald,0,1976,24.0,MIL,NBA,SF,9.0,,8.8,0.9,3.8,0.235,,,,,,,,0.3,0.4,0.75,0.9,0.4,1.3,0.8,0.0,,1.2,2.1
Michael McDonald,0,1997,28.0,CHH,NBA,C,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
Roderick McDonald,0,1970,25.0,UTS,ABA,PF,29.0,,7.1,1.7,3.8,0.459,0.1,0.1,1.0,1.7,3.7,0.449,0.468,0.5,0.9,0.6,1.4,1.8,3.2,0.2,,0.6,1.4,4.0
Roderick McDonald,0,1971,26.0,UTS,ABA,SF,33.0,,7.0,1.0,2.3,0.447,0.0,0.1,0.0,1.0,2.2,0.459,0.447,0.8,1.1,0.73,1.0,1.3,2.2,0.5,,0.7,1.2,2.9
Roderick McDonald,0,1972,27.0,UTS,ABA,SF,25.0,,5.7,1.1,2.5,0.429,0.0,0.2,0.25,1.0,2.4,0.441,0.4370000000000001,0.6,0.8,0.789,0.5,0.7,1.2,0.6,,0.6,0.8,2.8
Hank McDowell,0,1981,22.0,GSW,NBA,PF,30.0,1.0,11.2,1.1,2.8,0.405,0.0,0.0,,1.1,2.8,0.405,0.405,0.9,1.4,0.659,1.4,2.0,3.3,0.7,0.3,0.7,1.7,3.2
Hank McDowell,0,1982,23.0,TOT,NBA,PF,56.0,0.0,9.0,1.0,2.3,0.46,0.0,0.0,0.0,1.0,2.2,0.468,0.46,0.8,1.1,0.77,1.0,1.2,2.1,0.4,0.2,0.7,1.5,2.9
Hank McDowell,0,1982,23.0,GSW,NBA,PF,14.0,0.0,9.3,0.9,2.1,0.448,0.0,0.0,,0.9,2.1,0.448,0.448,1.0,1.3,0.778,1.1,1.1,2.1,0.3,0.3,0.6,1.9,2.9
Hank McDowell,0,1982,23.0,POR,NBA,PF,42.0,0.0,8.9,1.1,2.3,0.464,0.0,0.0,0.0,1.1,2.3,0.474,0.464,0.8,1.0,0.767,0.9,1.2,2.1,0.5,0.2,0.8,1.4,2.9
Hank McDowell,0,1983,24.0,SDC,NBA,PF,57.0,0.0,10.7,1.5,3.5,0.431,0.0,0.1,0.0,1.5,3.4,0.438,0.431,0.7,1.0,0.679,1.1,1.6,2.7,0.6,0.0,0.9,1.4,3.6
Hank McDowell,0,1984,25.0,HOU,NBA,PF,34.0,0.0,3.9,0.6,1.2,0.476,0.0,0.0,0.0,0.6,1.2,0.488,0.476,0.2,0.3,0.7,0.2,0.4,0.6,0.3,0.1,0.2,0.6,1.4
Hank McDowell,0,1985,26.0,HOU,NBA,PF,22.0,0.0,9.3,1.1,1.9,0.5710000000000001,0.0,0.0,0.0,1.1,1.9,0.585,0.5710000000000001,0.8,1.1,0.68,0.5,1.7,2.2,0.3,0.1,0.5,1.1,3.0
Hank McDowell,0,1986,27.0,MIL,NBA,PF,7.0,0.0,10.0,1.1,2.4,0.471,0.0,0.0,,1.1,2.4,0.471,0.471,0.9,1.0,0.857,1.3,1.4,2.7,0.3,0.0,0.4,2.0,3.1
Antonio McDyess,0,1995,21.0,DEN,NBA,PF,76.0,75.0,30.0,5.6,11.6,0.485,0.0,0.1,0.0,5.6,11.5,0.487,0.485,2.2,3.2,0.6829999999999999,3.0,4.5,7.5,1.0,1.5,2.0,3.3,13.4
Antonio McDyess,0,1996,22.0,DEN,NBA,PF,74.0,73.0,34.7,7.2,15.6,0.463,0.1,0.5,0.171,7.2,15.2,0.472,0.466,3.7,5.2,0.708,2.1,5.2,7.3,1.4,1.7,2.7,3.7,18.3
Antonio McDyess,0,1997,23.0,PHO,NBA,PF,81.0,81.0,30.1,6.1,11.4,0.536,0.0,0.0,0.0,6.1,11.4,0.537,0.536,2.9,4.1,0.7020000000000001,2.5,5.0,7.6,1.3,1.7,1.8,3.6,15.1
Antonio McDyess,0,1998,24.0,DEN,NBA,C,50.0,50.0,38.7,8.3,17.6,0.471,0.0,0.2,0.111,8.3,17.5,0.474,0.471,4.6,6.8,0.68,3.4,7.4,10.7,1.6,2.3,2.8,3.5,21.2
Antonio McDyess,0,1999,25.0,DEN,NBA,PF,81.0,81.0,33.3,7.6,15.0,0.507,0.0,0.0,0.0,7.6,14.9,0.508,0.507,4.0,6.4,0.626,2.9,5.6,8.5,2.0,1.7,2.8,3.9,19.1
Antonio McDyess,1,2000,26.0,DEN,NBA,PF,70.0,70.0,36.5,8.2,16.6,0.495,0.0,0.0,,8.2,16.6,0.495,0.495,4.3,6.2,0.7,3.4,8.6,12.1,2.1,1.5,2.3,3.1,20.8
Antonio McDyess,0,2001,27.0,DEN,NBA,PF,10.0,10.0,23.6,4.3,7.5,0.573,0.0,0.0,,4.3,7.5,0.573,0.573,2.7,3.3,0.818,1.8,3.7,5.5,1.8,0.8,2.0,2.0,11.3
Antonio McDyess,0,2003,29.0,TOT,NBA,PF,42.0,20.0,22.1,3.0,6.4,0.47,0.0,0.0,,3.0,6.4,0.47,0.47,0.9,1.6,0.551,1.7,4.5,6.1,0.9,0.6,1.4,2.8,6.9
Antonio McDyess,0,2003,29.0,NYK,NBA,PF,18.0,6.0,23.4,3.6,7.9,0.458,0.0,0.0,,3.6,7.9,0.458,0.458,1.2,2.1,0.579,1.7,4.9,6.6,1.1,0.6,1.5,2.6,8.4
Antonio McDyess,0,2003,29.0,PHO,NBA,PF,24.0,14.0,21.1,2.5,5.3,0.484,0.0,0.0,,2.5,5.3,0.484,0.484,0.7,1.3,0.516,1.6,4.1,5.8,0.7,0.5,1.3,3.0,5.8
Antonio McDyess,0,2004,30.0,DET,NBA,PF,77.0,8.0,23.3,4.0,7.8,0.513,0.0,0.0,0.0,4.0,7.8,0.514,0.513,1.6,2.5,0.6559999999999999,2.3,4.0,6.3,0.9,0.7,1.2,2.6,9.6
Antonio McDyess,0,2005,31.0,DET,NBA,PF,82.0,0.0,21.1,3.5,6.8,0.509,0.0,0.0,0.0,3.5,6.8,0.511,0.509,0.8,1.5,0.557,1.9,3.4,5.3,1.1,0.6,0.9,2.7,7.8
Antonio McDyess,0,2006,32.0,DET,NBA,PF,82.0,3.0,21.1,3.5,6.6,0.526,0.0,0.0,,3.5,6.6,0.526,0.526,1.2,1.7,0.691,2.0,4.0,6.0,0.9,0.8,0.9,2.9,8.1
Antonio McDyess,0,2007,33.0,DET,NBA,PF,78.0,78.0,29.3,3.8,7.7,0.488,0.0,0.0,0.0,3.8,7.7,0.49,0.488,1.2,2.0,0.622,2.6,5.9,8.5,1.1,0.7,1.0,3.2,8.8
Antonio McDyess,0,2008,34.0,DET,NBA,PF,62.0,30.0,30.1,4.3,8.5,0.51,0.0,0.0,,4.3,8.5,0.51,0.51,1.0,1.4,0.698,3.0,6.8,9.8,1.3,0.8,0.8,3.1,9.6
Antonio McDyess,0,2009,35.0,SAS,NBA,PF,77.0,50.0,21.0,2.7,5.6,0.479,0.0,0.0,0.0,2.7,5.5,0.481,0.479,0.5,0.7,0.632,1.9,4.0,5.9,1.1,0.4,1.0,1.9,5.8
Antonio McDyess,0,2010,36.0,SAS,NBA,PF,73.0,16.0,19.0,2.3,4.7,0.491,0.0,0.0,0.0,2.3,4.7,0.493,0.491,0.7,1.1,0.675,1.7,3.7,5.4,1.2,0.5,1.0,2.2,5.3
Jim McElroy,0,1975,22.0,NOJ,NBA,PG,51.0,,22.2,3.0,5.8,0.51,,,,3.0,5.8,0.51,0.51,1.6,2.2,0.736,0.7,1.5,2.2,2.1,0.1,,1.4,7.5
Jim McElroy,0,1976,23.0,NOJ,NBA,PG,73.0,,27.8,4.1,8.8,0.47,,,,4.1,8.8,0.47,0.47,2.3,3.0,0.779,0.8,1.8,2.5,3.6,0.1,,1.6,10.6
Jim McElroy,0,1977,24.0,NOJ,NBA,PG,74.0,,23.8,3.9,8.2,0.473,,,,3.9,8.2,0.473,0.473,1.7,2.3,0.737,0.6,1.4,2.0,3.9,0.5,1.9,1.5,9.4
Jim McElroy,0,1978,25.0,NOJ,NBA,PG,79.0,,34.2,6.8,13.9,0.491,,,,6.8,13.9,0.491,0.491,3.3,4.3,0.762,0.8,1.9,2.7,5.7,0.6,3.0,2.3,16.9
Jim McElroy,0,1979,26.0,TOT,NBA,PG,67.0,,22.8,3.4,7.9,0.433,0.1,0.3,0.238,3.3,7.6,0.441,0.4370000000000001,2.0,2.6,0.767,0.5,1.0,1.5,3.4,0.3,2.0,1.8,8.9
Jim McElroy,0,1979,26.0,DET,NBA,PG,36.0,,28.1,4.5,9.9,0.455,0.1,0.4,0.214,4.4,9.5,0.465,0.459,2.6,3.3,0.7979999999999999,0.3,1.1,1.4,4.5,0.4,2.4,2.2,11.7
Jim McElroy,0,1979,26.0,ATL,NBA,PG,31.0,,16.6,2.1,5.5,0.386,0.1,0.2,0.28600000000000003,2.1,5.3,0.39,0.392,1.2,1.7,0.698,0.6,0.9,1.6,2.1,0.2,1.4,1.5,5.5
Jim McElroy,0,1980,27.0,ATL,NBA,PG,54.0,,12.6,1.4,3.7,0.386,0.0,0.1,0.125,1.4,3.6,0.397,0.389,0.9,1.1,0.8140000000000001,0.2,0.7,0.9,1.6,0.2,1.5,1.1,3.8
Jim McElroy,0,1981,28.0,ATL,NBA,PG,20.0,17.0,17.5,2.6,6.3,0.416,0.1,0.3,0.2,2.6,6.0,0.425,0.42,1.5,1.8,0.8059999999999999,0.3,0.6,0.9,2.0,0.2,1.1,2.2,6.7
Patrick McFarland,0,1973,22.0,DNR,ABA,SG,67.0,,11.3,2.4,5.4,0.443,0.1,0.4,0.333,2.3,5.0,0.451,0.454,0.5,0.8,0.6729999999999999,0.9,1.1,2.0,1.0,0.1,0.6,1.0,5.4
Patrick McFarland,0,1974,23.0,DNA,ABA,SG,70.0,,13.5,2.9,6.1,0.472,0.0,0.2,0.125,2.8,5.8,0.485,0.474,0.7,0.9,0.7879999999999999,0.5,1.2,1.7,1.7,0.1,1.5,0.9,6.5
Patrick McFarland,0,1975,24.0,SDS,ABA,SG,11.0,,25.0,5.0,10.9,0.458,0.1,0.2,0.5,4.9,10.7,0.458,0.463,1.9,2.0,0.955,1.5,2.5,4.0,3.5,0.1,2.6,1.8,12.0
Ivan McFarlin,0,2006,24.0,PHI,NBA,PF,11.0,0.0,3.7,0.5,1.2,0.385,0.0,0.1,0.0,0.5,1.1,0.417,0.385,0.5,0.6,0.7140000000000001,0.6,0.4,1.0,0.1,0.0,0.1,0.7,1.4
Mel McGaha,0,1948,22.0,NYK,BAA,,51.0,,,1.2,3.8,0.318,,,,,,,,1.0,1.7,0.591,,,,1.0,,,2.0,3.5
Mitch McGary,0,2014,22.0,OKC,NBA,PF,32.0,2.0,15.2,2.8,5.2,0.5329999999999999,0.0,0.1,0.0,2.8,5.1,0.54,0.5329999999999999,0.8,1.3,0.625,1.7,3.5,5.2,0.4,0.5,1.0,2.3,6.3
Mitch McGary,0,2015,23.0,OKC,NBA,PF,20.0,0.0,3.6,0.6,1.2,0.478,0.0,0.2,0.0,0.6,1.0,0.579,0.478,0.2,0.5,0.4,0.2,0.7,0.9,0.2,0.1,0.4,0.5,1.3
Mike McGee,0,1981,22.0,LAL,NBA,SF,39.0,0.0,9.0,2.1,4.4,0.465,0.0,0.1,0.0,2.1,4.3,0.476,0.465,0.8,1.4,0.585,0.9,0.4,1.3,0.4,0.1,0.9,1.5,4.9
Mike McGee,0,1982,23.0,LAL,NBA,SF,39.0,7.0,9.8,1.8,4.2,0.423,0.0,0.2,0.14300000000000002,1.7,4.0,0.436,0.426,0.4,0.6,0.7390000000000001,0.8,0.5,1.4,0.7,0.1,0.7,1.3,4.0
Mike McGee,0,1983,24.0,LAL,NBA,SF,77.0,45.0,18.5,4.5,7.6,0.594,0.0,0.2,0.16699999999999998,4.5,7.4,0.603,0.596,0.8,1.5,0.54,1.5,1.0,2.5,1.1,0.1,1.4,2.3,9.8
Mike McGee,0,1984,25.0,LAL,NBA,SF,76.0,3.0,15.4,4.3,8.1,0.5379999999999999,0.3,0.8,0.361,4.0,7.3,0.557,0.556,1.2,2.1,0.588,1.3,0.9,2.2,0.9,0.1,1.1,1.9,10.2
Mike McGee,0,1985,26.0,LAL,NBA,SF,71.0,19.0,17.1,3.5,7.7,0.463,0.6,1.6,0.36,3.0,6.1,0.491,0.501,0.6,0.9,0.6559999999999999,0.7,1.3,2.0,1.2,0.1,1.0,1.8,8.3
Mike McGee,0,1986,27.0,ATL,NBA,SF,76.0,6.0,18.7,4.1,8.9,0.459,1.1,3.0,0.376,3.0,5.9,0.502,0.523,1.1,1.8,0.584,0.9,1.2,2.1,2.0,0.0,1.4,2.1,10.4
Mike McGee,0,1987,28.0,TOT,NBA,SF-SG,48.0,0.0,20.9,4.6,11.0,0.421,1.1,3.3,0.331,3.5,7.7,0.459,0.471,1.6,2.1,0.745,1.1,1.5,2.7,1.5,0.1,1.4,1.7,12.0
Mike McGee,0,1987,28.0,ATL,NBA,SG,11.0,0.0,10.6,2.0,4.7,0.423,0.5,1.7,0.263,1.5,3.0,0.515,0.471,0.2,0.5,0.333,0.4,1.1,1.5,1.2,0.0,0.6,0.5,4.6
Mike McGee,0,1987,28.0,SAC,NBA,SF,37.0,0.0,23.9,5.4,12.9,0.421,1.3,3.8,0.34,4.1,9.1,0.454,0.471,2.0,2.6,0.7709999999999999,1.4,1.6,3.0,1.6,0.2,1.6,2.0,14.2
Mike McGee,0,1988,29.0,NJN,NBA,SG,80.0,49.0,25.3,5.4,11.5,0.473,1.2,3.2,0.365,4.3,8.3,0.515,0.524,1.0,1.8,0.535,0.9,1.5,2.4,1.5,0.2,1.6,2.3,13.0
Mike McGee,0,1989,30.0,PHO,NBA,SF,14.0,7.0,20.0,3.0,6.2,0.483,0.6,1.6,0.348,2.4,4.6,0.531,0.529,0.7,1.5,0.476,0.8,1.8,2.6,1.1,0.1,1.0,2.0,7.3
Bill McGill,0,1962,23.0,CHZ,NBA,C,60.0,,9.8,3.0,5.9,0.513,,,,3.0,5.9,0.513,0.513,1.3,2.0,0.672,,,2.7,0.6,,,2.0,7.4
Bill McGill,0,1963,24.0,TOT,NBA,C,74.0,,24.1,6.2,12.7,0.487,,,,6.2,12.7,0.487,0.487,2.8,3.8,0.723,,,5.6,1.6,,,2.9,15.1
Bill McGill,0,1963,24.0,BAL,NBA,C,6.0,,7.8,1.8,4.0,0.458,,,,1.8,4.0,0.458,0.458,1.5,1.8,0.818,,,2.7,0.0,,,0.8,5.2
Bill McGill,0,1963,24.0,NYK,NBA,C,68.0,,25.5,6.5,13.4,0.487,,,,6.5,13.4,0.487,0.487,2.9,4.0,0.72,,,5.9,1.8,,,3.1,16.0
Bill McGill,0,1964,25.0,TOT,NBA,C,24.0,,5.5,0.9,2.7,0.32299999999999995,,,,0.9,2.7,0.32299999999999995,0.32299999999999995,0.5,0.7,0.765,,,1.5,0.4,,,1.3,2.3
Bill McGill,0,1964,25.0,STL,NBA,C,16.0,,6.0,0.9,2.8,0.311,,,,0.9,2.8,0.311,0.311,0.8,1.0,0.75,,,1.5,0.4,,,1.6,2.5
Bill McGill,0,1964,25.0,LAL,NBA,C,8.0,,4.6,0.9,2.5,0.35,,,,0.9,2.5,0.35,0.35,0.1,0.1,1.0,,,1.5,0.4,,,0.8,1.9
Bill McGill,0,1968,29.0,DNR,ABA,C,78.0,,22.6,5.3,9.6,0.552,0.0,0.0,,5.3,9.6,0.552,0.552,2.3,3.4,0.682,1.9,4.0,5.9,1.3,,1.9,3.7,12.8
Bill McGill,0,1969,30.0,TOT,ABA,C,59.0,,14.1,3.4,6.3,0.545,0.0,0.0,,3.4,6.3,0.545,0.545,1.3,1.8,0.713,0.9,2.7,3.6,1.0,,1.4,2.4,8.1
Bill McGill,0,1969,30.0,LAS,ABA,C,27.0,,18.2,4.9,8.6,0.565,0.0,0.0,,4.9,8.6,0.565,0.565,1.8,2.3,0.762,1.2,3.2,4.4,1.1,,1.6,2.9,11.5
Bill McGill,0,1969,30.0,PTP,ABA,C,8.0,,19.6,5.0,9.5,0.526,0.0,0.0,,5.0,9.5,0.526,0.526,1.8,2.6,0.667,1.1,3.8,4.9,1.6,,2.3,2.5,11.8
Bill McGill,0,1969,30.0,DLC,ABA,C,24.0,,7.5,1.3,2.5,0.4920000000000001,0.0,0.0,,1.3,2.5,0.4920000000000001,0.4920000000000001,0.6,1.0,0.625,0.5,1.8,2.4,0.7,,1.0,1.7,3.1
George McGinnis,0,1971,21.0,INA,ABA,SF,73.0,,29.8,6.4,13.7,0.465,0.1,0.5,0.158,6.3,13.2,0.478,0.468,4.1,6.3,0.645,4.0,5.8,9.7,1.9,,3.5,3.6,16.9
George McGinnis,1,1972,22.0,INA,ABA,PF,82.0,,40.8,10.6,21.4,0.495,0.1,0.4,0.25,10.5,21.0,0.499,0.4970000000000001,6.3,9.5,0.665,5.3,7.2,12.5,2.5,,4.9,4.2,27.6
George McGinnis,1,1973,23.0,INA,ABA,PF,80.0,,40.8,9.9,21.1,0.468,0.1,0.4,0.147,9.8,20.7,0.475,0.469,6.1,8.9,0.6829999999999999,5.3,9.7,15.0,3.3,0.5,4.9,4.1,25.9
George McGinnis,1,1974,24.0,INA,ABA,PF,79.0,,40.4,11.1,24.5,0.451,0.8,2.2,0.354,10.3,22.3,0.461,0.467,6.9,9.5,0.7240000000000001,5.0,9.2,14.3,6.3,0.7,5.3,3.8,29.8
George McGinnis,1,1975,25.0,PHI,NBA,PF,77.0,,38.3,8.4,20.2,0.417,,,,8.4,20.2,0.417,0.417,6.2,8.3,0.74,3.4,9.2,12.6,4.7,0.5,,4.3,23.0
George McGinnis,1,1976,26.0,PHI,NBA,PF,79.0,,35.1,8.3,18.2,0.458,,,,8.3,18.2,0.458,0.458,4.7,6.9,0.6809999999999999,4.1,7.4,11.5,3.8,0.5,,3.8,21.4
George McGinnis,0,1977,27.0,PHI,NBA,PF,78.0,,32.5,7.5,16.3,0.463,,,,7.5,16.3,0.463,0.463,5.3,7.4,0.716,3.6,6.8,10.4,3.8,0.3,4.0,3.7,20.3
George McGinnis,1,1978,28.0,DEN,NBA,PF,76.0,,33.6,7.9,16.8,0.474,,,,7.9,16.8,0.474,0.474,6.7,10.1,0.665,3.4,8.0,11.4,3.7,0.7,4.6,4.2,22.6
George McGinnis,0,1979,29.0,TOT,NBA,PF,73.0,,30.2,5.5,12.1,0.451,0.0,0.2,0.133,5.5,11.9,0.457,0.453,3.7,6.7,0.5529999999999999,3.0,6.5,9.6,4.6,0.3,3.8,4.2,14.7
George McGinnis,0,1979,29.0,DEN,NBA,PF,45.0,,31.6,6.0,13.0,0.459,0.0,0.2,0.14300000000000002,5.9,12.8,0.463,0.46,3.7,6.8,0.541,3.0,7.3,10.3,4.9,0.4,4.2,4.2,15.6
George McGinnis,0,1979,29.0,IND,NBA,PF,28.0,,28.0,4.7,10.8,0.4370000000000001,0.0,0.3,0.125,4.7,10.5,0.446,0.439,3.7,6.5,0.575,3.1,5.3,8.5,4.0,0.2,3.3,4.1,13.2
George McGinnis,0,1980,30.0,IND,NBA,PF,69.0,,26.7,5.0,11.1,0.453,0.0,0.1,0.0,5.0,11.0,0.457,0.453,3.0,5.6,0.5379999999999999,2.4,5.3,7.7,3.0,0.4,3.2,3.5,13.1
George McGinnis,0,1981,31.0,IND,NBA,PF,76.0,4.0,17.6,1.9,5.0,0.373,0.0,0.0,0.0,1.9,4.9,0.376,0.373,0.9,2.1,0.453,1.2,4.0,5.2,2.7,0.4,1.7,2.6,4.7
Jon McGlocklin,0,1965,22.0,CIN,NBA,SG,72.0,,11.8,2.1,5.0,0.421,,,,,,,,0.9,1.1,0.785,,,1.8,1.2,,,1.1,5.1
Jon McGlocklin,0,1966,23.0,CIN,NBA,SF,60.0,,19.9,3.6,8.2,0.44,,,,,,,,1.2,1.7,0.7120000000000001,,,2.7,1.6,,,1.4,8.5
Jon McGlocklin,0,1967,24.0,SDR,NBA,SG,65.0,,28.9,4.9,11.6,0.417,,,,,,,,2.4,2.8,0.867,,,3.1,2.7,,,1.8,12.1
Jon McGlocklin,1,1968,25.0,MIL,NBA,SG,80.0,,36.1,8.3,17.0,0.487,,,,,,,,3.1,3.7,0.8420000000000001,,,4.3,3.9,,,2.3,19.6
Jon McGlocklin,0,1969,26.0,MIL,NBA,SG,82.0,,36.2,7.8,14.7,0.53,,,,,,,,2.1,2.4,0.8540000000000001,,,3.1,3.7,,,2.0,17.6
Jon McGlocklin,0,1970,27.0,MIL,NBA,SG,82.0,,35.3,7.0,13.1,0.535,,,,,,,,1.8,2.0,0.862,,,2.7,3.7,,,2.3,15.8
Jon McGlocklin,0,1971,28.0,MIL,NBA,SG,80.0,,27.7,4.7,9.2,0.51,,,,,,,,1.4,1.6,0.865,,,2.3,2.9,,,1.8,10.7
Jon McGlocklin,0,1972,29.0,MIL,NBA,SG,80.0,,24.4,4.4,8.7,0.502,,,,,,,,0.8,0.9,0.863,,,2.0,3.0,,,1.5,9.6
Jon McGlocklin,0,1973,30.0,MIL,NBA,SG,79.0,,24.2,4.2,8.8,0.475,,,,,,,,0.9,1.0,0.9,0.4,1.3,1.8,3.1,0.1,,1.6,9.2
Jon McGlocklin,0,1974,31.0,MIL,NBA,SG,79.0,,23.5,4.1,8.2,0.496,,,,,,,,0.8,0.9,0.875,0.3,1.2,1.5,3.2,0.1,,1.8,9.0
Jon McGlocklin,0,1975,32.0,MIL,NBA,SG,33.0,,10.2,1.9,4.5,0.426,,,,,,,,0.3,0.3,0.9,0.1,0.4,0.5,1.2,0.0,,0.5,4.1
Tracy McGrady,0,1997,18.0,TOR,NBA,SF,64.0,17.0,18.4,2.8,6.2,0.45,0.2,0.6,0.341,2.6,5.6,0.462,0.467,1.2,1.7,0.7120000000000001,1.6,2.6,4.2,1.5,1.0,1.0,1.3,7.0
Tracy McGrady,0,1998,19.0,TOR,NBA,SF,49.0,2.0,22.6,3.4,7.9,0.436,0.2,0.7,0.229,3.3,7.1,0.457,0.447,2.3,3.2,0.726,2.4,3.2,5.7,2.3,1.3,1.6,1.9,9.3
Tracy McGrady,0,1999,20.0,TOR,NBA,SF,79.0,34.0,31.2,5.8,12.9,0.451,0.2,0.8,0.277,5.6,12.1,0.463,0.46,3.5,5.0,0.7070000000000001,2.4,4.0,6.3,3.3,1.9,2.0,2.5,15.4
Tracy McGrady,1,2000,21.0,ORL,NBA,SG,77.0,77.0,40.1,10.2,22.4,0.457,0.8,2.2,0.355,9.5,20.2,0.468,0.474,5.6,7.6,0.733,2.5,5.0,7.5,4.6,1.5,2.6,2.1,26.8
Tracy McGrady,1,2001,22.0,ORL,NBA,SG,76.0,76.0,38.3,9.4,20.9,0.451,1.4,3.7,0.364,8.1,17.1,0.47,0.483,5.5,7.3,0.748,2.0,5.9,7.9,5.3,1.0,2.5,1.8,25.6
Tracy McGrady,1,2002,23.0,ORL,NBA,SG,75.0,74.0,39.4,11.1,24.2,0.457,2.3,6.0,0.386,8.7,18.2,0.481,0.505,7.7,9.7,0.7929999999999999,1.6,4.9,6.5,5.5,0.8,2.6,2.1,32.1
Tracy McGrady,1,2003,24.0,ORL,NBA,SG,67.0,67.0,39.9,9.7,23.4,0.417,2.6,7.7,0.339,7.1,15.7,0.455,0.473,5.9,7.5,0.7959999999999999,1.4,4.6,6.0,5.5,0.6,2.7,1.9,28.0
